pocket,compound_ids,source_databases,desalted_smiles,ligand_name,conformation_id,conformation_mode,conformation_direction,old_best_docking_score_kcal_mol,ensemble_vina_score_kcal_mol,out_pdbqt,log_path,returncode
BP1,1401;4MU;529222;760397;DB07118;HMDB59622;LSM-3025,DrugBank;HMDB;LINCS;PDB ligand;numeric library ID,Cc1cc(=O)oc2cc(O)ccc12,BP1_1401,conf04_mode2_plus,mode2,1,-6.967,-6.55,work/ensemble_docking/conf04_mode2_plus/BP1/BP1_1401_vina_out.pdbqt,work/ensemble_docking/conf04_mode2_plus/BP1/BP1_1401_vina.log,0
BP1,4417258,numeric library ID,Cc1ccc(C(c2c(O)c3ccccc3oc2=O)c2c(O)c3ccccc3oc2=O)cc1,BP1_4417258,conf04_mode2_plus,mode2,1,-6.954,-7.314,work/ensemble_docking/conf04_mode2_plus/BP1/BP1_4417258_vina_out.pdbqt,work/ensemble_docking/conf04_mode2_plus/BP1/BP1_4417258_vina.log,0
BP1,62129,numeric library ID,Oc1ccc2c(ccc3nc[nH]c32)c1,BP1_62129,conf04_mode2_plus,mode2,1,-6.945,-7.092,work/ensemble_docking/conf04_mode2_plus/BP1/BP1_62129_vina_out.pdbqt,work/ensemble_docking/conf04_mode2_plus/BP1/BP1_62129_vina.log,0
BP1,MolPort-000-499-561,MolPort,O=C(O)c1cc(=O)c2ccccc2o1,BP1_MolPort-000-499-561,conf04_mode2_plus,mode2,1,-6.931,-6.703,work/ensemble_docking/conf04_mode2_plus/BP1/BP1_MolPort-000-499-561_vina_out.pdbqt,work/ensemble_docking/conf04_mode2_plus/BP1/BP1_MolPort-000-499-561_vina.log,0
BP1,DB00776,DrugBank,NC(=O)N1c2ccccc2CC(=O)c2ccccc21,BP1_DB00776,conf04_mode2_plus,mode2,1,-6.883,-7.69,work/ensemble_docking/conf04_mode2_plus/BP1/BP1_DB00776_vina_out.pdbqt,work/ensemble_docking/conf04_mode2_plus/BP1/BP1_DB00776_vina.log,0
BP1,29698120;SCHEMBL2761833;ZINC000044672070,SureChEMBL;ZINC15;numeric library ID,O=c1cc(O)c2ccc(F)cc2o1,BP1_29698120,conf04_mode2_plus,mode2,1,-6.856,-6.352,work/ensemble_docking/conf04_mode2_plus/BP1/BP1_29698120_vina_out.pdbqt,work/ensemble_docking/conf04_mode2_plus/BP1/BP1_29698120_vina.log,0
BP1,CHEMBL32810;MolPort-002-043-397;SCHEMBL11848480,ChEMBL23;MolPort;SureChEMBL,O=c1cc(O)c2ccc(O)cc2o1,BP1_CHEMBL32810,conf04_mode2_plus,mode2,1,-6.759,-6.302,work/ensemble_docking/conf04_mode2_plus/BP1/BP1_CHEMBL32810_vina_out.pdbqt,work/ensemble_docking/conf04_mode2_plus/BP1/BP1_CHEMBL32810_vina.log,0
BP1,5426,numeric library ID,Cc1c2cc(O)c(=O)cc-2oc2cc(O)c(O)cc12,BP1_5426,conf04_mode2_plus,mode2,1,-6.757,-6.723,work/ensemble_docking/conf04_mode2_plus/BP1/BP1_5426_vina_out.pdbqt,work/ensemble_docking/conf04_mode2_plus/BP1/BP1_5426_vina.log,0
BP1,DB00170,DrugBank,CC1=CC(=O)c2ccccc2C1=O,BP1_DB00170,conf04_mode2_plus,mode2,1,-6.575,-6.249,work/ensemble_docking/conf04_mode2_plus/BP1/BP1_DB00170_vina_out.pdbqt,work/ensemble_docking/conf04_mode2_plus/BP1/BP1_DB00170_vina.log,0
BP1,SCHEMBL9642273,SureChEMBL,O=c1[cH-]c(=O)c2ccccc2o1,BP1_SCHEMBL9642273,conf04_mode2_plus,mode2,1,-6.514,-6.085,work/ensemble_docking/conf04_mode2_plus/BP1/BP1_SCHEMBL9642273_vina_out.pdbqt,work/ensemble_docking/conf04_mode2_plus/BP1/BP1_SCHEMBL9642273_vina.log,0
BP1,DB04840,DrugBank,N=C(N)N1CCc2ccccc2C1,BP1_DB04840,conf04_mode2_plus,mode2,1,-6.513,-6.367,work/ensemble_docking/conf04_mode2_plus/BP1/BP1_DB04840_vina_out.pdbqt,work/ensemble_docking/conf04_mode2_plus/BP1/BP1_DB04840_vina.log,0
BP1,DB00972,DrugBank,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,BP1_DB00972,conf04_mode2_plus,mode2,1,-6.318,-6.776,work/ensemble_docking/conf04_mode2_plus/BP1/BP1_DB00972_vina_out.pdbqt,work/ensemble_docking/conf04_mode2_plus/BP1/BP1_DB00972_vina.log,0
BP2,746361,numeric library ID,Oc1cc(-c2nc3ccccc3o2)c(O)cc1-c1nc2ccccc2o1,BP2_746361,conf04_mode2_plus,mode2,1,-9.116,-9.229,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_746361_vina_out.pdbqt,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_746361_vina.log,0
BP2,3543,numeric library ID,Cc1ccccc1N=Nc1ccc(N=Nc2c(O)ccc3ccccc23)c(C)c1,BP2_3543,conf04_mode2_plus,mode2,1,-9.093,-8.114,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_3543_vina_out.pdbqt,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_3543_vina.log,0
BP2,118810,numeric library ID,Cc1cc(=O)oc2cc(O)cc(OCc3ccccc3)c12,BP2_118810,conf04_mode2_plus,mode2,1,-8.495,-8.716,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_118810_vina_out.pdbqt,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_118810_vina.log,0
BP2,50651,numeric library ID,O=C(Nc1ccc(Cl)cc1)c1cc2c(cc1O)[nH]c1ccccc12,BP2_50651,conf04_mode2_plus,mode2,1,-8.307,-8.767,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_50651_vina_out.pdbqt,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_50651_vina.log,0
BP2,MolPort-002-321-924,MolPort,O=C(NNC(=O)c1c(O)c2ccccc2oc1=O)c1c(O)c2ccccc2oc1=O,BP2_MolPort-002-321-924,conf04_mode2_plus,mode2,1,-8.303,-8.647,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_MolPort-002-321-924_vina_out.pdbqt,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_MolPort-002-321-924_vina.log,0
BP2,686393;CHEMBL392451,ChEMBL23;numeric library ID,O=c1oc2ccccc2c(O)c1C(c1cccc(C(c2c(O)c3ccccc3oc2=O)c2c(O)c3ccccc3oc2=O)c1)c1c(O)c2ccccc2oc1=O,BP2_686393,conf04_mode2_plus,mode2,1,-8.211,-9.759,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_686393_vina_out.pdbqt,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_686393_vina.log,0
BP2,CHEMBL1364708;MolPort-003-378-434,ChEMBL23;MolPort,O=c1cc(-c2cc3ccccc3o2)c2cc(O)ccc2o1,BP2_CHEMBL1364708,conf04_mode2_plus,mode2,1,-8.175,-8.337,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_CHEMBL1364708_vina_out.pdbqt,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_CHEMBL1364708_vina.log,0
BP2,4368550;CHEMBL1801014;ZINC000000057885,ChEMBL23;ZINC15;numeric library ID,O=c1cc(-c2cccc(O)c2)oc2c1ccc1ccccc12,BP2_4368550,conf04_mode2_plus,mode2,1,-8.141,-8.983,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_4368550_vina_out.pdbqt,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_4368550_vina.log,0
BP2,7524,numeric library ID,COc1ccc(C(=O)O[C@H]2CC[C@@]3(C)[C@@H]4CC[C@H]5[C@]6(O)C[C@H](O)[C@@]7(O)[C@@H](CN8C[C@@H](C)CC[C@H]8[C@@]7(C)O)[C@]6(O)C[C@@]53O[C@@]24O)cc1OC,BP2_7524,conf04_mode2_plus,mode2,1,-8.124,-8.95,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_7524_vina_out.pdbqt,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_7524_vina.log,0
BP2,656562,numeric library ID,O=c1oc2cc3ccccc3cc2c2c1ccc1ccccc12,BP2_656562,conf04_mode2_plus,mode2,1,-8.08,-9.076,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_656562_vina_out.pdbqt,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_656562_vina.log,0
BP2,DB06595,DrugBank,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,BP2_DB06595,conf04_mode2_plus,mode2,1,-7.953,-9.87,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_DB06595_vina_out.pdbqt,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_DB06595_vina.log,0
BP2,HMDB30796;LSM-36988;MRI,HMDB;LINCS;PDB ligand,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,BP2_HMDB30796,conf04_mode2_plus,mode2,1,-7.943,-8.32,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_HMDB30796_vina_out.pdbqt,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_HMDB30796_vina.log,0
BP2,71881,numeric library ID,O=C(Nc1ccc2ncccc2c1)Nc1ccc2ncccc2c1,BP2_71881,conf04_mode2_plus,mode2,1,-7.856,-9.354,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_71881_vina_out.pdbqt,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_71881_vina.log,0
BP2,338;DB07009,DrugBank;PDB ligand,Oc1ccc2nc(-c3cccc4c(O)cccc34)oc2c1,BP2_338,conf04_mode2_plus,mode2,1,-7.843,-8.535,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_338_vina_out.pdbqt,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_338_vina.log,0
BP2,HMDB30821,HMDB,O=c1ccc2cc(O)c(OC3OC(CO)C(O)C(O)C3O)cc2o1,BP2_HMDB30821,conf04_mode2_plus,mode2,1,-7.718,-8.408,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_HMDB30821_vina_out.pdbqt,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_HMDB30821_vina.log,0
BP2,13974,numeric library ID,Nc1ccc(N=Nc2ccccc2)c2ccccc12,BP2_13974,conf04_mode2_plus,mode2,1,-7.699,-7.815,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_13974_vina_out.pdbqt,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_13974_vina.log,0
BP2,HMDB38956,HMDB,O=c1oc(C=CC=Cc2ccc(O)cc2)nc2ccccc12,BP2_HMDB38956,conf04_mode2_plus,mode2,1,-7.636,-7.805,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_HMDB38956_vina_out.pdbqt,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_HMDB38956_vina.log,0
BP2,96541,numeric library ID,N#CC1C=Cc2c(ccc3ccccc23)N1C(=O)c1ccccc1,BP2_96541,conf04_mode2_plus,mode2,1,-7.635,-8.166,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_96541_vina_out.pdbqt,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_96541_vina.log,0
BP2,85Z,PDB ligand,Cc1cc(F)ccc1-c1c(Cc2ccc(/C=C/C(=O)O)cc2)c2ccc(O)cc2oc1=O,BP2_85Z,conf04_mode2_plus,mode2,1,-7.594,-9.874,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_85Z_vina_out.pdbqt,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_85Z_vina.log,0
BP2,CHEMBL2262363,ChEMBL23,O=c1oc2ccccc2c(O)c1-c1cccc(-c2c(O)c3ccccc3oc2=O)c1,BP2_CHEMBL2262363,conf04_mode2_plus,mode2,1,-7.581,-8.858,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_CHEMBL2262363_vina_out.pdbqt,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_CHEMBL2262363_vina.log,0
BP2,DB07236,DrugBank,Oc1ccc2cc(-c3noc4cc(O)ccc34)ccc2c1,BP2_DB07236,conf04_mode2_plus,mode2,1,-7.533,-8.285,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_DB07236_vina_out.pdbqt,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_DB07236_vina.log,0
BP2,LSM-27001,LINCS,O=c1oc2cc(OCc3ccc([N+](=O)[O-])cc3)ccc2c2c1CCCC2,BP2_LSM-27001,conf04_mode2_plus,mode2,1,-7.532,-8.893,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_LSM-27001_vina_out.pdbqt,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_LSM-27001_vina.log,0
BP2,317,PDB ligand,CCc1oc2ccccc2c1C(=O)c1ccc(O)cc1,BP2_317,conf04_mode2_plus,mode2,1,-7.497,-7.681,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_317_vina_out.pdbqt,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_317_vina.log,0
BP2,HMDB29534,HMDB,CC(=O)c1c(O)ccc2c(=O)c(-c3ccccc3)c(C)oc12,BP2_HMDB29534,conf04_mode2_plus,mode2,1,-7.487,-7.334,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_HMDB29534_vina_out.pdbqt,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_HMDB29534_vina.log,0
BP2,DB08820,DrugBank,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,BP2_DB08820,conf04_mode2_plus,mode2,1,-7.456,-8.94,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_DB08820_vina_out.pdbqt,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_DB08820_vina.log,0
BP2,DB04750,DrugBank,O=C(O)c1ccc(-c2c3cc(F)c(=O)cc-3oc3cc(O)c(F)cc23)c(C(=O)O)c1,BP2_DB04750,conf04_mode2_plus,mode2,1,-7.429,-8.242,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_DB04750_vina_out.pdbqt,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_DB04750_vina.log,0
BP2,1842204;MolPort-002-113-300;ZINC000000296657,MolPort;ZINC15;numeric library ID,O=C(Oc1cc(=O)oc2ccccc12)c1ccccc1,BP2_1842204,conf04_mode2_plus,mode2,1,-7.367,-7.982,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_1842204_vina_out.pdbqt,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_1842204_vina.log,0
BP2,DB01852;LSM-5304,DrugBank;LINCS,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,BP2_DB01852,conf04_mode2_plus,mode2,1,-7.312,-7.972,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_DB01852_vina_out.pdbqt,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_DB01852_vina.log,0
BP2,HMDB29219,HMDB,O=c1oc2c(O)c(O)ccc2c2cc(O)c(O)cc12,BP2_HMDB29219,conf04_mode2_plus,mode2,1,-7.247,-7.641,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_HMDB29219_vina_out.pdbqt,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_HMDB29219_vina.log,0
BP2,SCHEMBL11830680,SureChEMBL,O=c1cc(O)c2cc(Cc3ccccc3)ccc2o1,BP2_SCHEMBL11830680,conf04_mode2_plus,mode2,1,-7.191,-7.971,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_SCHEMBL11830680_vina_out.pdbqt,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_SCHEMBL11830680_vina.log,0
BP2,17055,numeric library ID,CC(=O)Oc1ccc2cc(-c3ccccc3)c(=O)oc2c1,BP2_17055,conf04_mode2_plus,mode2,1,-7.183,-7.765,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_17055_vina_out.pdbqt,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_17055_vina.log,0
BP2,CHEMBL374372,ChEMBL23,O=c1cc(/C=C/c2ccc(O)c(O)c2)oc2ccccc12,BP2_CHEMBL374372,conf04_mode2_plus,mode2,1,-7.174,-8.538,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_CHEMBL374372_vina_out.pdbqt,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_CHEMBL374372_vina.log,0
BP2,LSM-36455,LINCS,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,BP2_LSM-36455,conf04_mode2_plus,mode2,1,-7.102,-8.493,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_LSM-36455_vina_out.pdbqt,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_LSM-36455_vina.log,0
BP2,2357873;MolPort-002-153-633;ZINC000002897678,MolPort;ZINC15;numeric library ID,O=c1cc(O)c2c(=O)oc3ccccc3c2o1,BP2_2357873,conf04_mode2_plus,mode2,1,-7.02,-7.378,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_2357873_vina_out.pdbqt,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_2357873_vina.log,0
BP2,2035856,numeric library ID,O=c1cc(Oc2cc(=O)oc3ccccc23)c2ccccc2o1,BP2_2035856,conf04_mode2_plus,mode2,1,-7.005,-8.05,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_2035856_vina_out.pdbqt,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_2035856_vina.log,0
BP2,CHEMBL3094027,ChEMBL23,O=c1cc(O)c2ccc(OCc3cccc(F)c3)cc2o1,BP2_CHEMBL3094027,conf04_mode2_plus,mode2,1,-6.968,-8.125,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_CHEMBL3094027_vina_out.pdbqt,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_CHEMBL3094027_vina.log,0
BP2,2608,numeric library ID,O=c1cc2oc3cc(O)c(O)cc3c(-c3ccccc3)c-2cc1O,BP2_2608,conf04_mode2_plus,mode2,1,-6.961,-8.583,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_2608_vina_out.pdbqt,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_2608_vina.log,0
BP2,HMDB29518,HMDB,CC(=O)c1ccc2oc(=O)cc(C)c2c1O,BP2_HMDB29518,conf04_mode2_plus,mode2,1,-6.957,-7.183,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_HMDB29518_vina_out.pdbqt,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_HMDB29518_vina.log,0
BP2,1477,numeric library ID,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,BP2_1477,conf04_mode2_plus,mode2,1,-6.953,-7.929,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_1477_vina_out.pdbqt,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_1477_vina.log,0
BP2,LSM-17202,LINCS,O=c1cc(CN2CCOCC2)c2cc(Cl)c(O)cc2o1,BP2_LSM-17202,conf04_mode2_plus,mode2,1,-6.917,-7.017,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_LSM-17202_vina_out.pdbqt,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_LSM-17202_vina.log,0
BP2,DB08100,DrugBank,Cc1cc(/C=C/c2ccccc2)cc(C)c1O,BP2_DB08100,conf04_mode2_plus,mode2,1,-6.88,-7.91,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_DB08100_vina_out.pdbqt,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_DB08100_vina.log,0
BP2,380712;50005460;MolPort-035-673-217;SCHEMBL2761855;ZINC000006576436,MolPort;SureChEMBL;ZINC15;numeric library ID,O=c1cc(O)c2ccc3ccccc3c2o1,BP2_380712,conf04_mode2_plus,mode2,1,-6.86,-7.289,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_380712_vina_out.pdbqt,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_380712_vina.log,0
BP2,32838,numeric library ID,O=C1NC(=O)C2(CCc3ccccc32)N1,BP2_32838,conf04_mode2_plus,mode2,1,-6.786,-6.972,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_32838_vina_out.pdbqt,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_32838_vina.log,0
BP2,XZZ,PDB ligand,Cc1cc(=O)oc2cc(O)c(Cl)cc12,BP2_XZZ,conf04_mode2_plus,mode2,1,-6.748,-6.459,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_XZZ_vina_out.pdbqt,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_XZZ_vina.log,0
BP2,CHEMBL227815,ChEMBL23,O=C1C(O)=Cc2cccc3cccc1c23,BP2_CHEMBL227815,conf04_mode2_plus,mode2,1,-6.711,-7.049,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_CHEMBL227815_vina_out.pdbqt,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_CHEMBL227815_vina.log,0
BP2,SCHEMBL8945680,SureChEMBL,O=c1cc(O)c2cc(-c3ccccc3)ccc2o1,BP2_SCHEMBL8945680,conf04_mode2_plus,mode2,1,-6.711,-7.578,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_SCHEMBL8945680_vina_out.pdbqt,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_SCHEMBL8945680_vina.log,0
BP2,764465,numeric library ID,Cc1cc(=O)oc2cc(O)c(N)cc12,BP2_764465,conf04_mode2_plus,mode2,1,-6.684,-6.651,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_764465_vina_out.pdbqt,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_764465_vina.log,0
BP2,DB09096,DrugBank,O=C(OOC(=O)c1ccccc1)c1ccccc1,BP2_DB09096,conf04_mode2_plus,mode2,1,-6.587,-7.361,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_DB09096_vina_out.pdbqt,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_DB09096_vina.log,0
BP2,DB00794,DrugBank,CCC1(c2ccccc2)C(=O)NCNC1=O,BP2_DB00794,conf04_mode2_plus,mode2,1,-6.541,-6.785,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_DB00794_vina_out.pdbqt,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_DB00794_vina.log,0
BP2,3WL,PDB ligand,O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,BP2_3WL,conf04_mode2_plus,mode2,1,-6.505,-7.82,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_3WL_vina_out.pdbqt,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_3WL_vina.log,0
BP2,529222;CHEMBL12208;MolPort-000-467-367;ZINC000000058121,ChEMBL23;MolPort;ZINC15;numeric library ID,Cc1cc(=O)oc2cc(O)ccc12,BP2_529222,conf04_mode2_plus,mode2,1,-6.453,-6.377,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_529222_vina_out.pdbqt,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_529222_vina.log,0
BP2,SCHEMBL11848480,SureChEMBL,O=c1cc(O)c2ccc(O)cc2o1,BP2_SCHEMBL11848480,conf04_mode2_plus,mode2,1,-6.134,-6.53,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_SCHEMBL11848480_vina_out.pdbqt,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_SCHEMBL11848480_vina.log,0
BP2,SCHEMBL1366927,SureChEMBL,O=c1ccc2cccc(O)c2o1,BP2_SCHEMBL1366927,conf04_mode2_plus,mode2,1,-5.969,-6.422,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_SCHEMBL1366927_vina_out.pdbqt,work/ensemble_docking/conf04_mode2_plus/BP2/BP2_SCHEMBL1366927_vina.log,0
